year,category,nominee,workers,winner
2001,Film | Actor in a Supporting Role in 2001,Joaquin Phoenix,Gladiator,False
2001,Film | Actor in a Supporting Role in 2001,Oliver Reed,Gladiator,False
2001,Film | Actress in a Leading Role in 2001,Julia Roberts,Erin Brockovich,True
2001,Film | Actress in a Leading Role in 2001,Juliette Binoche,Chocolat,False
2001,Film | Actress in a Leading Role in 2001,Kate Hudson,Almost Famous,False
2001,Film | Actress in a Leading Role in 2001,Hilary Swank,Boys Don't Cry,False
2001,Film | Actress in a Leading Role in 2001,Michelle Yeoh,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",False
2001,Film | Actress in a Supporting Role in 2001,Julie Walters,Billy Elliot,True
2001,Film | Actress in a Supporting Role in 2001,Judi Dench,Chocolat,False
2001,Film | Actress in a Supporting Role in 2001,Frances McDormand,Almost Famous,False
2001,Film | Actress in a Supporting Role in 2001,Lena Olin,Chocolat,False
2001,Film | Actress in a Supporting Role in 2001,Zhang Ziyi,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",False
2001,Film | Adapted Screenplay in 2001,Traffic,Stephen Gaghan,True
2001,Film | Adapted Screenplay in 2001,Chocolat,Robert Nelson Jacobs,False
2001,Film | Adapted Screenplay in 2001,High Fidelity,"DV De Vincentis, Steve Pink, John Cusack, Scott Rosenberg",False
2001,Film | Adapted Screenplay in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)","James Schamus, Wang Hui-Ling, Tsai Kuo-Jung",False
2001,Film | Adapted Screenplay in 2001,Wonder Boys,Steve Kloves,False
2001,Film | Alexander Korda Award for the outstanding British Film of the Year in 2001,Billy Elliot,"Greg Brenman, Jon Finn, Stephen Daldry",True
2001,Film | Alexander Korda Award for the outstanding British Film of the Year in 2001,Chicken Run,"Peter Lord, David Sproxton, Nick Park",False
2001,Film | Alexander Korda Award for the outstanding British Film of the Year in 2001,The House Of Mirth,"Olivia Stewart, Terence Davies",False
2001,Film | Alexander Korda Award for the outstanding British Film of the Year in 2001,Last Resort,"Ruth Caleb, Pawel Pawlikowski",False
2001,Film | Alexander Korda Award for the outstanding British Film of the Year in 2001,Sexy Beast,"Jeremy Thomas, Jonathan Glazer",False
2001,Film | Anthony Asquith Award for Original Film Music in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",Tan Dun,True
2001,Film | Anthony Asquith Award for Original Film Music in 2001,Almost Famous,Nancy Wilson,False
2001,Film | Anthony Asquith Award for Original Film Music in 2001,Billy Elliot,Stephen Warbeck,False
2001,Film | Anthony Asquith Award for Original Film Music in 2001,Gladiator,"Hans Zimmer, Lisa Gerrard",False
2001,Film | Anthony Asquith Award for Original Film Music in 2001,O Brother Where Art Thou?,"T-Bone Burnett, Carter Burwell",False
2001,Film | Carl Foreman Award for the Most Promising Newcomer in British Film in 2001,Pawel Pawlikowski,The Last Resort,True
2001,Film | Carl Foreman Award for the Most Promising Newcomer in British Film in 2001,Simon Cellan-Jones,Some Voices,False
2001,Film | Carl Foreman Award for the Most Promising Newcomer in British Film in 2001,Mark Crowdy,Saving Grace,False
2001,Film | Carl Foreman Award for the Most Promising Newcomer in British Film in 2001,Stephen Daldry,Billy Elliot,False
2001,Film | Carl Foreman Award for the Most Promising Newcomer in British Film in 2001,Lee Hall,Billy Elliot,False
2001,Film | Cinematography in 2001,Gladiator,John Mathieson,True
2001,Film | Cinematography in 2001,Billy Elliot,Brian Tufano,False
2001,Film | Cinematography in 2001,Chocolat,Roger Pratt,False
2001,Film | Cinematography in 2001,O Brother Where Art Thou?,Roger Deakins,False
2001,Film | Cinematography in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",Peter Pau,False
2001,Film | Costume Design in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",Tim Yip,True
2001,Film | Costume Design in 2001,Chocolat,Renee Ehrlich Kalfus,False
2001,Film | Costume Design in 2001,Gladiator,Janty Yates,False
2001,Film | Costume Design in 2001,The House Of Mirth,Monica Howe,False
2001,Film | Costume Design in 2001,Quills,Jacqueline West,False
2001,Film | David Lean Award for Achievement in Direction in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",Ang Lee,True
2001,Film | David Lean Award for Achievement in Direction in 2001,Billy Elliot,Stephen Daldry,False
2001,Film | David Lean Award for Achievement in Direction in 2001,Erin Brockovich,Steven Soderbergh,False
2001,Film | David Lean Award for Achievement in Direction in 2001,Gladiator,Ridley Scott,False
2001,Film | David Lean Award for Achievement in Direction in 2001,Traffic,Steven Soderbergh,False
2001,Film | Editing in 2001,Gladiator,Pietro Scalia,True
2001,Film | Editing in 2001,Billy Elliot,John Wilson,False
2001,Film | Editing in 2001,Erin Brockovich,Anne V Coates,False
2001,Film | Editing in 2001,Traffic,Stephen Mirrione,False
2001,Film | Editing in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",Tim Squyres,False
2001,Film | Fellowship in 2001,Albert Finney,,True
2001,Film | Fellowship in 2001,Judi Dench,,True
2001,Film | Film in 2001,Gladiator,"Douglas Wick, David Franzoni,  Branko Lustig",True
2001,Film | Film in 2001,Almost Famous,"Cameron Crowe, Ian Bryce",False
2001,Film | Film in 2001,Billy Elliot,"Greg Brenman, Jon Finn",False
2001,Film | Film in 2001,Erin Brockovich,"Danny De Vito, Michael Shamberg, Stacey Sher",False
2001,Film | Film in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)","Bill Kong, Hsu Li Kong, Ang Lee",False
2001,Film | Film Not in the English Language in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)","Bill Kong, Hsu Li Kong, Ang Lee",True
2001,Film | Film Not in the English Language in 2001,In The Mood For Love (Fa Yeung Nin Wa),Wong Kar-Wai,False
2001,Film | Film Not in the English Language in 2001,The Girl On The Bridge (La Fille Sur Le Pont),"Christian Fechner, Patrice Leconte",False
2001,Film | Film Not in the English Language in 2001,"Harry, He's Here To Help (Harry, Un Ami Qui Vous Veut Du Bien)","Michel Saint-Jean, Dominik Moll",False
2001,Film | Film Not in the English Language in 2001,Malena,"Harvey Weinstein, Carlo Bernasconi, Giuseppe Tornatore",False
2001,Film | Make-Up And Hair in 2001,The Grinch,"Rick Baker, Kazuhiro Tsuji, Tony G, Gail Ryan, Sylvia Nava",True
2001,Film | Make-Up And Hair in 2001,Chocolat,Naomi Donne,False
2001,Film | Make-Up And Hair in 2001,Gladiator,"Paul Engelen, Graham Johnston",False
2001,Film | Make-Up And Hair in 2001,Quills,"Peter King, Nuala Conway",False
2001,Film | Make-Up And Hair in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)","Man Yun Ling, Chau Siu Mui",False
2001,Film | Orange Film Of The Year in 2001,Gladiator,,True
2001,Film | Original Screenplay in 2001,Almost Famous,Cameron Crowe,True
2001,Film | Original Screenplay in 2001,Billy Elliot,Lee Hall,False
2001,Film | Original Screenplay in 2001,Erin Brockovich,Susannah Grant,False
2001,Film | Original Screenplay in 2001,Gladiator,"David Franzoni, John Logan, William Nicholson",False
2001,Film | Original Screenplay in 2001,O Brother Where Art Thou?,"Ethan Coen, Joel Coen",False
2001,Film | Outstanding British Contribution To Cinema in 2001,Mary Selway,,True
2001,Film | Production Design in 2001,Gladiator,Arthur Max,True
2001,Film | Production Design in 2001,Chocolat,David Gropman,False
2001,Film | Production Design in 2001,O Brother Where Art Thou?,Dennis Gassner,False
2001,Film | Production Design in 2001,Quills,Martin Childs,False
2001,Film | Production Design in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",Tim Yip,False
2001,Film | Short Animation in 2001,Father And Daughter,"Claire Jennings, Willem Thijssen, Michael Dudok De Wit",True
2001,Film | Short Animation in 2001,Cloud Cover,Lisbeth Svärling,False
2001,Film | Short Animation in 2001,Lounge Act,"Teun Hilte, Gareth Love",False
2001,Film | Short Animation in 2001,Six Of One,"Phil Davies, Tim Webb",False
2001,Film | Short Film in 2001,Shadowscan,"Gary Holding, Justine Leahy, Tinge Krishnan",True
2001,Film | Short Film in 2001,Going Down,"Soledad Gatti-Pascual, Tom Shankland , Jane Harris",False
2001,Film | Short Film in 2001,Je T'Aime John Wayne,"Luke Morris, Toby MacDonald, Luke Ponte",False
2001,Film | Short Film in 2001,The Last Post,"Lee Santana, Dominic Santana",False
2001,Film | Short Film in 2001,Sweet,"Rob Mercer, James Pilkington",False
2001,Film | Sound in 2001,Almost Famous,"Jeff Wexler, DM Hemphill, Rick Kline, Paul Massey, Mike Wilhoit",True
2001,Film | Sound in 2001,Billy Elliot,"Mark Holding, Mike Prestwood Smith, Zane Hayward",False
2001,Film | Sound in 2001,Gladiator,"Ken Weston, Scott Millan, Bob Beemer, Per Hallberg",False
2001,Film | Sound in 2001,The Perfect Storm,"Keith A Wester, John Reitz, Gregg Rudloff, David Campbell, Wylie Stateman, Kelly Cabral",False
2001,Film | Sound in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)","Andrew Paul Kunin, Reilly Steele, Eugene Gearty, Robert Fernandez",False
2001,Film | Special Award in 2001,Guy Green,,True
2001,Film | Special Award in 2001,Jack Cardiff,,True
2016,Film | Adapted Screenplay in 2016,The Big Short,"Adam McKay, Charles Randolph",True
2016,Film | Adapted Screenplay in 2016,Brooklyn,Nick Hornby,False
2016,Film | Adapted Screenplay in 2016,Carol,Phyllis Nagy,False
2016,Film | Adapted Screenplay in 2016,Room,Emma Donoghue,False
2016,Film | Adapted Screenplay in 2016,Steve Jobs,Aaron Sorkin,False
2016,Film | Animated Film in 2016,Inside Out,Pete Docter,True
2016,Film | Animated Film in 2016,Minions,"Pierre Coffin, Kyle Balda",False
2016,Film | Animated Film in 2016,Shaun the Sheep Movie,"Mark Burton, Richard Starzak",False
2016,Film | British Short Animation in 2016,Edmond,"Nina Gantz, Emilie Jouffroy",True
2016,Film | British Short Animation in 2016,Manoman,"Simon Cartwright, Kamilla Kristiane Hodol",False
2016,Film | British Short Animation in 2016,Prologue,"Imogen Sutton, Richard Williams",False
2016,Film | British Short Film in 2016,Operator,"Caroline Bartleet, Rebecca Morgan",True
2016,Film | British Short Film in 2016,Elephant,"Nick Helm, Alex Moody, Esther Smith",False
2016,Film | British Short Film in 2016,Mining Poems Or Odes,"Jack Cocker, Callum Rice",False
2016,Film | British Short Film in 2016,Over,"Jörn Threlfall, Jeremy Bannister",False
2016,Film | British Short Film in 2016,Samuel-613,"Cheyenne Conway, Billy Lumby",False
2016,Film | Cinematography in 2016,The Revenant,Emmanuel Lubezki,True
2016,Film | Cinematography in 2016,Bridge Of Spies,Janusz Kamiński,False
2016,Film | Cinematography in 2016,Carol,Ed Lachman,False
2016,Film | Cinematography in 2016,Mad Max: Fury Road,John Seale,False
2016,Film | Cinematography in 2016,Sicario,Roger Deakins,False
2016,Film | Costume Design in 2016,Mad Max: Fury Road,Jenny Beavan,True
2016,Film | Costume Design in 2016,Brooklyn,Odile Dicks-Mireaux,False
2016,Film | Costume Design in 2016,Carol,Sandy Powell,False
2016,Film | Costume Design in 2016,Cinderella,Sandy Powell,False
2016,Film | Costume Design in 2016,The Danish Girl,Paco Delgado,False
2016,Film | Director in 2016,Alejandro G. Iñárritu,The Revenant,True
2016,Film | Director in 2016,Adam McKay,The Big Short,False
2016,Film | Director in 2016,Steven Spielberg,Bridge of Spies,False
2016,Film | Director in 2016,Todd Haynes,Carol,False
2016,Film | Director in 2016,Ridley Scott,The Martian,False
2016,Film | Documentary in 2016,Amy,"James Gay-Rees, Asif Kapadia",True
2016,Film | Documentary in 2016,Cartel Land,"Matthew Heineman, Tom Yellin",False
2016,Film | Documentary in 2016,He Named Me Malala,"Davis Guggenheim, Laurie MacDonald, Walter Parkes",False
2016,Film | Documentary in 2016,Listen To Me Marlon,"John Battsek, George Chignell, RJ Cutler, Stevan Riley",False
2016,Film | Documentary in 2016,Sherpa,"Bridget Ikin, Jennifer Peedom, John Smithson",False
2016,Film | EE Rising Star in 2016,John Boyega,,True
2016,Film | EE Rising Star in 2016,Taron Egerton,,False
2016,Film | EE Rising Star in 2016,Dakota Johnson,,False
2016,Film | EE Rising Star in 2016,Brie Larson,,False
2016,Film | EE Rising Star in 2016,Bel Powley,,False
2016,Film | Editing in 2016,Mad Max: Fury Road,Margaret Sixel,True
2016,Film | Editing in 2016,The Big Short,Hank Corwin,False
2016,Film | Editing in 2016,Bridge Of Spies,Michael Kahn,False
2016,Film | Editing in 2016,The Martian,Pietro Scalia,False
2016,Film | Editing in 2016,The Revenant,Stephen Mirrione,False
2016,Film | Fellowship in 2016,Sidney Poitier,,True
2016,Film | Film in 2016,The Revenant,"Steve Golin, Alejandro G. Iñárritu, Arnon Milchan, Mary Parent, Keith Redmon",True
2016,Film | Film in 2016,The Big Short,"Dede Gardner, Jeremy Kleiner, Brad Pitt",False
2016,Film | Film in 2016,Bridge Of Spies,"Kristie Macosko Krieger, Marc Platt, Steven Spielberg",False
2016,Film | Film in 2016,Carol,"Elizabeth Karlsen, Christine Vachon, Stephen Woolley",False
2016,Film | Film in 2016,Spotlight,"Blye Pagon Faust, Steve Golin, Nicole Rocklin, Michael Sugar",False
2016,Film | Film Not in the English Language in 2016,Wild Tales,Damián Szifron,True
2016,Film | Film Not in the English Language in 2016,The Assassin,Hou Hsiao-Hsien,False
2016,Film | Film Not in the English Language in 2016,Force Majeure,Ruben Östlund,False
2016,Film | Film Not in the English Language in 2016,Theeb,Naji Abu Nowar,False
2016,Film | Film Not in the English Language in 2016,Timbuktu,Abderrahmane Sissako,False
2016,Film | Leading Actor in 2016,Leonardo DiCaprio,The Revenant,True
2016,Film | Leading Actor in 2016,Bryan Cranston,Trumbo,False
2016,Film | Leading Actor in 2016,Eddie Redmayne,The Danish Girl,False
2016,Film | Leading Actor in 2016,Matt Damon,The Martian,False
2016,Film | Leading Actor in 2016,Michael Fassbender,Steve Jobs,False
2016,Film | Leading Actress in 2016,Brie Larson,Room,True
2016,Film | Leading Actress in 2016,Alicia Vikander,The Danish Girl,False
2016,Film | Leading Actress in 2016,Cate Blanchett,Carol,False
2016,Film | Leading Actress in 2016,Maggie Smith,The Lady in the Van,False
2016,Film | Leading Actress in 2016,Saoirse Ronan,Brooklyn,False
2016,Film | Make-Up And Hair in 2016,Mad Max: Fury Road,"Damian Martin, Lesley Vanderwalt",True
2016,Film | Make-Up And Hair in 2016,Brooklyn,"Morna Ferguson, Lorraine Glynn",False
2016,Film | Make-Up And Hair in 2016,Carol,"Jerry DeCarlo, Patricia Regan, Morag Ross",False
2016,Film | Make-Up And Hair in 2016,The Danish Girl,Jan Sewell,False
2016,Film | Make-Up And Hair in 2016,The Revenant,"Sian Grigg, Duncan Jarman, Robert Pandini",False
2016,Film | Original Music in 2016,The Hateful Eight,Ennio Morricone,True
2016,Film | Original Music in 2016,Bridge Of Spies,Thomas Newman,False
2016,Film | Original Music in 2016,The Revenant,"Ryuichi Sakamoto, Alva Noto",False
2016,Film | Original Music in 2016,Sicario,Jóhann Jóhannsson,False
2016,Film | Original Music in 2016,Star Wars: The Force Awakens,John Williams,False
2016,Film | Original Screenplay in 2016,Spotlight,"Tom McCarthy, Josh Singer",True
2016,Film | Original Screenplay in 2016,Bridge Of Spies,"Matthew Charman, Ethan Coen, Joel Coen",False
2016,Film | Original Screenplay in 2016,Ex Machina,Alex Garland,False
2016,Film | Original Screenplay in 2016,The Hateful Eight,Quentin Tarantino,False
2016,Film | Original Screenplay in 2016,Inside Out,"Josh Cooley, Pete Docter, Meg LeFauve",False
2016,Film | Outstanding British Contribution to Cinema in 2016,Angels Costumes,,True
2016,Film | Outstanding British Film in 2016,Brooklyn,"John Crowley, Finola Dwyer, Nick Hornby, Amanda Posey",True
2016,Film | Outstanding British Film in 2016,45 Years,"Tristan Goligher, Andrew Haigh",False
2016,Film | Outstanding British Film in 2016,Amy,"James Gay-Rees, Asif Kapadia",False
2016,Film | Outstanding British Film in 2016,The Danish Girl,"Tom Hooper, Tim Bevan, Eric Fellner, Anne Harrison, Gail Mutrux, Lucinda Coxon",False
2016,Film | Outstanding British Film in 2016,Ex Machina,"Alex Garland, Andrew Macdonald, Allon Reich",False
2016,Film | Outstanding British Film in 2016,The Lobster,"Yorgos Lanthimos, Ceci Dempsey, Ed Guiney, Lee Magiday, Efthimis Filippou",False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016","Naji Abu Nowar, Rupert Lloyd",Theeb,True
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016",Alex Garland,Ex Machina,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016",Debbie Tucker Green,Second Coming,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016","Sean McAllister, Elhum Shakerifar",A Syrian Love Story,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016",Stephen Fingleton,The Survivalist,False
2016,Film | Production Design in 2016,Mad Max: Fury Road,"Colin Gibson, Lisa Thompson",True
2016,Film | Production Design in 2016,Bridge Of Spies,"Rena DeAngelo, Adam Stockhausen, Bernhard Henrich",False
2016,Film | Production Design in 2016,Carol,"Judy Becker, Heather Loeffler",False
2016,Film | Production Design in 2016,The Martian,"Arthur Max, Celia Bobak",False
2016,Film | Production Design in 2016,Star Wars: The Force Awakens,"Rick Carter, Darren Gilford, Lee Sandales",False
2016,Film | Sound in 2016,The Revenant,"Lon Bender, Chris Duesterdiek, Martin Hernandez, Frank A. Montaño, Jon Taylor, Randy Thom",True
2016,Film | Sound in 2016,Bridge Of Spies,"Richard Hymns, Drew Kunin, Andy Nelson, Gary Rydstrom",False
2016,Film | Sound in 2016,Mad Max: Fury Road,"Scott Hecker, Chris Jenkins, Mark Mangini, Ben Osmo, Gregg Rudloff, David White",False
2016,Film | Sound in 2016,The Martian,"Paul Massey, Mac Ruth, Oliver Tarney, Mark Taylor",False
2016,Film | Sound in 2016,Star Wars: The Force Awakens,"David Acord, Andy Nelson, Christopher Scarabosio, Stuart Wilson, Matthew Wood",False
2016,Film | Special Visual Effects in 2016,Star Wars: The Force Awakens,"Chris Corbould, Roger Guyett, Paul Kavanagh, Neal Scanlan",True
2016,Film | Special Visual Effects in 2016,Ant-Man,"Jake Morrison, Greg Steele, Dan Sudick, Alex Wuttke",False
2016,Film | Special Visual Effects in 2016,Ex Machina,"Mark Ardington, Sara Bennett, Paul Norris, Andrew Whitehurst",False
2016,Film | Special Visual Effects in 2016,Mad Max: Fury Road,"Andrew Jackson, Dan Oliver, Andy Williams, Tom Wood",False
2016,Film | Special Visual Effects in 2016,The Martian,"Chris Lawrence, Tim Ledbury, Richard Stammers, Steven Warner",False
2016,Film | Supporting Actor in 2016,Mark Rylance,Bridge Of Spies,True
2016,Film | Supporting Actor in 2016,Benicio Del Toro,Sicario,False
2016,Film | Supporting Actor in 2016,Christian Bale,The Big Short,False
2016,Film | Supporting Actor in 2016,Idris Elba,Beasts Of No Nation,False
2016,Film | Supporting Actor in 2016,Mark Ruffalo,Spotlight,False
2016,Film | Supporting Actress in 2016,Kate Winslet,Steve Jobs,True
2016,Film | Supporting Actress in 2016,Alicia Vikander,Ex Machina,False
2016,Film | Supporting Actress in 2016,Jennifer Jason Leigh,The Hateful Eight,False
2016,Film | Supporting Actress in 2016,Julie Walters,Brooklyn,False
2016,Film | Supporting Actress in 2016,Rooney Mara,Carol,False
2017,Film | Adapted Screenplay in 2017,Lion,Luke Davies,True
2017,Film | Adapted Screenplay in 2017,Dick Van Dyke,,False
2017,Film | Adapted Screenplay in 2017,Hacksaw Ridge,"Robert Schenkkan, Andrew Knight",False
2017,Film | Adapted Screenplay in 2017,Hidden Figures,"Theodore Melfi, Allison Schroeder",False
2017,Film | Adapted Screenplay in 2017,Nocturnal Animals,Tom Ford,False
2017,Film | Animated Film in 2017,Kubo and the Two Strings,Travis Knight,True
2017,Film | Animated Film in 2017,Finding Dory,Andrew Stanton,False
2017,Film | Animated Film in 2017,Moana,"Ron Clements, John Musker",False
2017,Film | Animated Film in 2017,Zootropolis,"Byron Howard, Rich Moore",False
2017,Film | British Short Animation in 2017,A Love Story,"Khaled Gad, Anushka Kashani Naanayakkara, Elena Ruscombe-King",True
2017,Film | British Short Animation in 2017,The Alan Dimension,"Jac Clinch, Jonathan Harbottle, Millie Marsh",False
2017,Film | British Short Animation in 2017,Tough,Jennifer Zheng,False
2017,Film | British Short Film in 2017,Home,"Shpat Deda, Afolabi Kuti, Daniel Mulloy, Scott ODonnell",True
2017,Film | British Short Film in 2017,Consumed,Richard John Seymour,False
2017,Film | British Short Film in 2017,Mouth of Hell,"Bart Gavigan, Samir Mehanovic, Allie Smith, Michael Wilson",False
2017,Film | British Short Film in 2017,The Party,"Farah Abushwesha, Emmet Fleming, Andrea Harkin, Conor MacNeill",False
2017,Film | British Short Film in 2017,Standby,"Charlotte Regan, Jack Hannon",False
2017,Film | Cinematography in 2017,La La Land,Linus Sandgren,True
2017,Film | Cinematography in 2017,Arrival,Bradford Young,False
2017,Film | Cinematography in 2017,Hell or High Water,Giles Nuttgens,False
2017,Film | Cinematography in 2017,Lion,Greig Fraser,False
2017,Film | Cinematography in 2017,Nocturnal Animals,Seamus McGarvey,False
2017,Film | Costume Design in 2017,Jackie,Madeline Fontaine,True
2017,Film | Costume Design in 2017,Allied,Joanna Johnston,False
2017,Film | Costume Design in 2017,Fantastic Beasts and Where to Find Them,Colleen Atwood,False
2017,Film | Costume Design in 2017,Florence Foster Jenkins,Consolata Boyle,False
2017,Film | Costume Design in 2017,La La Land,Mary Zophres,False
2017,Film | Director in 2017,Damien Chazelle,La La Land,True
2017,Film | Director in 2017,Denis Villeneuve,Arrival,False
2017,Film | Director in 2017,Ken Loach,I Daniel Blake,False
2017,Film | Director in 2017,Kenneth Lonergan,Manchester by the Sea,False
2017,Film | Director in 2017,Tom Ford,Nocturnal Animals,False
2017,Film | Documentary in 2017,13th,"Ava Duvernay, Spencer Averick, Howard Barish",True
2017,Film | Documentary in 2017,The Beatles: Eight Days A Week - The Touring Years,"Ron Howard, Brian Grazer, Scott Pascucci, Nigel Sinclair",False
2017,Film | Documentary in 2017,The Eagle Huntress,"Otto Bell, Stacey Reiss",False
2017,Film | Documentary in 2017,Notes on Blindness,"Peter Middleton, James Spinney",False
2017,Film | Documentary in 2017,Weiner,"Josh Kriegman, Elyse Steinberg",False
2017,Film | EE Rising Star in 2017,Tom Holland,,True
2017,Film | EE Rising Star in 2017,Laia Costa,,False
2017,Film | EE Rising Star in 2017,Lucas Hedges,,False
2017,Film | EE Rising Star in 2017,Ruth Negga,,False
2017,Film | EE Rising Star in 2017,Anya Taylor-Joy,,False
2017,Film | Editing in 2017,Hacksaw Ridge,John Gilbert,True
2017,Film | Editing in 2017,Arrival,Joe Walker,False
2017,Film | Editing in 2017,La La Land,Tom Cross,False
2017,Film | Editing in 2017,Nocturnal Animals,Joan Sobel,False
2017,Film | Editing in 2017,Manchester by the Sea,Jennifer Lame,False
2017,Film | Fellowship in 2017,Mel Brooks,,True
2017,Film | Film in 2017,La La Land,"Fred Berger, Jordan Horowitz, Marc Platt",True
2017,Film | Film in 2017,Arrival,"Dan Levine, Shawn Levy, David Linde, Aaron Ryder",False
2017,Film | Film in 2017,"I, Daniel Blake",Rebecca O'Brien,False
2017,Film | Film in 2017,Manchester by the Sea,"Lauren Beck, Matt Damon, Chris Moore, Kimberly Steward, Kevin J. Walsh",False
2017,Film | Film in 2017,Moonlight,"Dede Gardner, Jeremy Kleiner, Adele Romanski",False
2017,Film | Film Not in the English Language in 2017,Son of Saul,"László Nemes, Gábor Sipos",True
2017,Film | Film Not in the English Language in 2017,Dheepan,"Jacques Audiard, Pascal Caucheteux",False
2017,Film | Film Not in the English Language in 2017,Julieta,"Pedro Almodóvar, Agustín Almodóvar",False
2017,Film | Film Not in the English Language in 2017,Mustang,"Deniz Gamze Ergüven, Charles Gillibert",False
2017,Film | Film Not in the English Language in 2017,Toni Erdmann,"Maren Ade, Janine Jackowski",False
2017,Film | Leading Actor in 2017,Casey Affleck,Manchester by the Sea,True
2017,Film | Leading Actor in 2017,Andrew Garfield,Hacksaw Ridge,False
2017,Film | Leading Actor in 2017,Jake Gyllenhaal,Nocturnal Animals,False
2017,Film | Leading Actor in 2017,Ryan Gosling,La La Land,False
2017,Film | Leading Actor in 2017,Viggo Mortensen,Captain Fantastic,False
2017,Film | Leading Actress in 2017,Emma Stone,La La Land,True
2017,Film | Leading Actress in 2017,Amy Adams,Arrival,False
2017,Film | Leading Actress in 2017,Emily Blunt,The Girl on the Train,False
2017,Film | Leading Actress in 2017,Meryl Streep,Florence Foster Jenkins,False
2017,Film | Leading Actress in 2017,Natalie Portman,Jackie,False
2017,Film | Make Up and Hair in 2017,Florence Foster Jenkins,"J. Roy Helland, Daniel Phillips",True
2017,Film | Make Up and Hair in 2017,Doctor Strange,Jeremy Woodhead,False
2017,Film | Make Up and Hair in 2017,Hacksaw Ridge,Shane Thomas,False
2017,Film | Make Up and Hair in 2017,Nocturnal Animals,"Donald Mowat, Yolanda Toussieng",False
2017,Film | Make Up and Hair in 2017,Rogue One: A Star Wars Story,"Amanda Knight, Neal Scanlan, Lisa Tomblin",False
2017,Film | Original Music in 2017,La La Land,Justin Hurwitz,True
2017,Film | Original Music in 2017,Arrival,Jóhann Jóhannsson,False
2017,Film | Original Music in 2017,Jackie,Mica Levi,False
2017,Film | Original Music in 2017,Lion,"Dustin O'Halloran, Hauschka",False
2017,Film | Original Music in 2017,Nocturnal Animals,Abel Korzeniowski,False
2017,Film | Original Screenplay in 2017,Manchester by the Sea,Kenneth Lonergan,True
2017,Film | Original Screenplay in 2017,Hell or High Water,Taylor Sheridan,False
2017,Film | Original Screenplay in 2017,"I, Daniel Blake",Paul Laverty,False
2017,Film | Original Screenplay in 2017,La La Land,Damien Chazelle,False
2017,Film | Original Screenplay in 2017,Moonlight,Barry Jenkins,False
2017,Film | Outstanding British Contribution to Cinema in 2017,Curzon,,True
2017,Film | Outstanding British Film in 2017,"I, Daniel Blake","Ken Loach, Rebecca O'Brien, Paul Laverty",True
2017,Film | Outstanding British Film in 2017,American Honey,Andrea Arnold,False
2017,Film | Outstanding British Film in 2017,Fantastic Beasts and Where to Find Them,"David Yates, J.K. Rowling, David Heyman, Steve Kloves, Lionel Wigram",False
2017,Film | Outstanding British Film in 2017,Denial,"Mick Jackson, Gary Foster, Russ Krasnoff, David Hare",False
2017,Film | Outstanding British Film in 2017,Notes on Blindness,"Peter Middleton, James Spinney, Mike Brett, Jo-Jo Ellison, Steve Jamison",False
2017,Film | Outstanding British Film in 2017,Under the Shadow,"Babak Anvari, Emily Leo, Oliver Roskill, Lucan Toh",False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","Babak Anvari, Emily Leo, Oliver Roskill, Lucan Toh",Under The Shadow,True
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","Mike Carey , Camille Gatin",The Girl with All the Gifts,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","George Amponsah, Dionne Walker",The Hard Stop,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","Pete Middleton James Spinney, Jo-Jo Ellison",Notes on Blindness,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","John Donnelly, Ben A. Williams",The Pass,False
2017,Film | Production Design in 2017,Fantastic Beasts and Where to Find Them,"Stuart Craig, Anna Pinnock",True
2017,Film | Production Design in 2017,Doctor Strange,"John Bush, Charles Wood",False
2017,Film | Production Design in 2017,"Hail, Caesar!","Jess Gonchor, Nancy Haigh",False
2017,Film | Production Design in 2017,La La Land,"Sandy Reynolds-Wasco, David Wasco",False
2017,Film | Production Design in 2017,Nocturnal Animals,"Shane Valentino, Meg Everist",False
