,year_ceremony,category,film,name,cca
1,1996,Actress In A Leading Role,Fargo ,Frances McDormand,Winner
2,1997,Actress In A Leading Role,The Wings of the Dove ,Helena Bonham Carter,Winner
3,1998,Actress In A Leading Role,Elizabeth ,Cate Blanchett ,Winner
4,1999,Actress In A Leading Role,Boys Don't Cry ,Hilary Swank,Winner
5,2000,Actress In A Leading Role,Erin Brockovich ,Julia Roberts,Winner
6,2001,Actress In A Leading Role,In the Bedroom ,Sissy Spacek,Winner
7,2001,Actress In A Leading Role,Moulin Rouge!,Nicole Kidman,Nominee
8,2001,Actress In A Leading Role,Bridget Jones's Diary,Renée Zellweger,Nominee
9,2002,Actress In A Leading Role,Far from Heaven ,Julianne Moore,Winner
10,2002,Actress In A Leading Role,Frida,Salma Hayek,Nominee
11,2002,Actress In A Leading Role,The Hours,Nicole Kidman,Nominee
12,2002,Actress In A Leading Role,Unfaithful,Diane Lane,Nominee
13,2003,Actress In A Leading Role,Monster ,Charlize Theron,Winner
14,2003,Actress In A Leading Role,House of Sand and Fog,Jennifer Connelly,Nominee
15,2003,Actress In A Leading Role,Something's Gotta Give,Diane Keaton,Nominee
16,2003,Actress In A Leading Role,Cold Mountain,Nicole Kidman,Nominee
17,2003,Actress In A Leading Role,In America,Samantha Morton,Nominee
18,2003,Actress In A Leading Role,21 Grams,Naomi Watts,Nominee
19,2004,Actress In A Leading Role,Million Dollar Baby ,Hilary Swank,Winner
20,2004,Actress In A Leading Role,Being Julia,Annette Bening,Nominee
21,2004,Actress In A Leading Role,Maria Full of Grace,Catalina Sandino Moreno,Nominee
22,2004,Actress In A Leading Role,Vera Drake,Imelda Staunton,Nominee
23,2004,Actress In A Leading Role,Eternal Sunshine of the Spotless Mind,Kate Winslet,Nominee
24,2004,Actress In A Leading Role,Kill Bill: Volume 2,Uma Thurman,Nominee
25,2005,Actress In A Leading Role,Walk the Line ,Reese Witherspoon,Winner
26,2005,Actress In A Leading Role,The Upside of Anger,Joan Allen,Nominee
27,2005,Actress In A Leading Role,Mrs Henderson Presents,Judi Dench,Nominee
28,2005,Actress In A Leading Role,Transamerica,Felicity Huffman,Nominee
29,2005,Actress In A Leading Role,Pride & Prejudice,Keira Knightley,Nominee
30,2005,Actress In A Leading Role,North Country,Charlize Theron,Nominee
31,2006,Actress In A Leading Role,The Queen ,Helen Mirren,Winner
32,2006,Actress In A Leading Role,Volver,Penélope Cruz,Nominee
33,2006,Actress In A Leading Role,Notes on a Scandal,Judi Dench,Nominee
34,2006,Actress In A Leading Role,The Devil Wears Prada,Meryl Streep,Nominee
35,2006,Actress In A Leading Role,Little Children,Kate Winslet,Nominee
36,2007,Actress In A Leading Role,Away from Her ,Julie Christie ,Winner
37,2007,Actress In A Leading Role,Enchanted,Amy Adams,Nominee
38,2007,Actress In A Leading Role,Elizabeth: The Golden Age,Cate Blanchett,Nominee
39,2007,Actress In A Leading Role,La Vie en Rose,Marion Cotillard,Nominee
40,2007,Actress In A Leading Role,A Mighty Heart,Angelina Jolie,Nominee
41,2007,Actress In A Leading Role,Juno,Elliot Page,Nominee
42,2008,Actress In A Leading Role,Rachel Getting Married ,Anne Hathaway ,Winner
43,2008,Actress In A Leading Role,Doubt ,Meryl Streep ,Winner
44,2008,Actress In A Leading Role,Nothing but the Truth,Kate Beckinsale,Nominee
45,2008,Actress In A Leading Role,The Curious Case of Benjamin Button,Cate Blanchett,Nominee
46,2008,Actress In A Leading Role,Changeling,Angelina Jolie,Nominee
47,2008,Actress In A Leading Role,Frozen River,Melissa Leo,Nominee
48,2009,Actress In A Leading Role,The Blind Side ,Sandra Bullock ,Winner
49,2009,Actress In A Leading Role,Julie & Julia ,Meryl Streep ,Winner
50,2009,Actress In A Leading Role,The Young Victoria,Emily Blunt,Nominee
51,2009,Actress In A Leading Role,An Education,Carey Mulligan,Nominee
52,2009,Actress In A Leading Role,The Lovely Bones,Saoirse Ronan,Nominee
53,2009,Actress In A Leading Role,Precious,Gabourey Sidibe,Nominee
54,2010,Actress In A Leading Role,Black Swan ,Natalie Portman,Winner
55,2010,Actress In A Leading Role,The Kids Are All Right,Annette Bening,Nominee
56,2010,Actress In A Leading Role,Rabbit Hole,Nicole Kidman,Nominee
57,2010,Actress In A Leading Role,Winter's Bone,Jennifer Lawrence,Nominee
58,2010,Actress In A Leading Role,The Girl with the Dragon Tattoo,Noomi Rapace,Nominee
59,2010,Actress In A Leading Role,Blue Valentine,Michelle Williams,Nominee
60,2011,Actress In A Leading Role,The Help ,Viola Davis,Winner
61,2011,Actress In A Leading Role,Martha Marcy May Marlene,Elizabeth Olsen,Nominee
62,2011,Actress In A Leading Role,The Iron Lady,Meryl Streep,Nominee
63,2011,Actress In A Leading Role,We Need to Talk About Kevin,Tilda Swinton,Nominee
64,2011,Actress In A Leading Role,Young Adult,Charlize Theron,Nominee
65,2011,Actress In A Leading Role,My Week with Marilyn,Michelle Williams,Nominee
66,2012,Actress In A Leading Role,Zero Dark Thirty ,Jessica Chastain,Winner
67,2012,Actress In A Leading Role,Rust and Bone,Marion Cotillard,Nominee
68,2012,Actress In A Leading Role,Silver Linings Playbook,Jennifer Lawrence,Nominee
69,2012,Actress In A Leading Role,Amour,Emmanuelle Riva,Nominee
70,2012,Actress In A Leading Role,Beasts of the Southern Wild,Quvenzhané Wallis,Nominee
71,2012,Actress In A Leading Role,The Impossible,Naomi Watts,Nominee
72,2013,Actress In A Leading Role,Blue Jasmine ,Cate Blanchett,Winner
73,2013,Actress In A Leading Role,Gravity,Sandra Bullock,Nominee
74,2013,Actress In A Leading Role,Philomena ,Judi Dench,Nominee
75,2013,Actress In A Leading Role,Short Term 12,Brie Larson,Nominee
76,2013,Actress In A Leading Role,August: Osage County,Meryl Streep,Nominee
77,2013,Actress In A Leading Role,Saving Mr. Banks,Emma Thompson,Nominee
78,2014,Actress In A Leading Role,Still Alice ,Julianne Moore,Winner
79,2014,Actress In A Leading Role,Cake,Jennifer Aniston,Nominee
80,2014,Actress In A Leading Role,"Two Days, One Night",Marion Cotillard,Nominee
81,2014,Actress In A Leading Role,The Theory of Everything,Felicity Jones,Nominee
82,2014,Actress In A Leading Role,Gone Girl,Rosamund Pike,Nominee
83,2014,Actress In A Leading Role,Wild,Reese Witherspoon,Nominee
84,2015,Actress In A Leading Role,Room ,Brie Larson,Winner
85,2015,Actress In A Leading Role,Carol,Cate Blanchett,Nominee
86,2015,Actress In A Leading Role,Joy ,Jennifer Lawrence,Nominee
87,2015,Actress In A Leading Role,45 Years,Charlotte Rampling,Nominee
88,2015,Actress In A Leading Role,Brooklyn,Saoirse Ronan,Nominee
89,2015,Actress In A Leading Role,Mad Max: Fury Road,Charlize Theron,Nominee
90,2016,Actress In A Leading Role,Jackie ,Natalie Portman,Winner
91,2016,Actress In A Leading Role,Arrival,Amy Adams,Nominee
92,2016,Actress In A Leading Role,20th Century Women,Annette Bening,Nominee
93,2016,Actress In A Leading Role,Elle,Isabelle Huppert,Nominee
94,2016,Actress In A Leading Role,Loving,Ruth Negga,Nominee
95,2016,Actress In A Leading Role,La La Land,Emma Stone,Nominee
96,2017,Actress In A Leading Role,"Three Billboards Outside Ebbing, Missouri ",Frances McDormand,Winner
97,2017,Actress In A Leading Role,Molly's Game,Jessica Chastain,Nominee
98,2017,Actress In A Leading Role,The Shape of Water,Sally Hawkins,Nominee
99,2017,Actress In A Leading Role,"I, Tonya",Margot Robbie,Nominee
100,2017,Actress In A Leading Role,Lady Bird,Saoirse Ronan,Nominee
101,2017,Actress In A Leading Role,The Post,Meryl Streep,Nominee
102,2018,Actress In A Leading Role,The Wife,Glenn Close ,Winner
103,2018,Actress In A Leading Role,A Star Is Born,Lady Gaga ,Winner
104,2018,Actress In A Leading Role,Roma,Yalitza Aparicio,Nominee
105,2018,Actress In A Leading Role,Mary Poppins Returns,Emily Blunt,Nominee
106,2018,Actress In A Leading Role,Hereditary,Toni Collette,Nominee
107,2018,Actress In A Leading Role,The Favourite,Olivia Colman,Nominee
108,2018,Actress In A Leading Role,Can You Ever Forgive Me?,Melissa McCarthy,Nominee
109,2019,Actress In A Leading Role,Judy,Renée Zellweger,Winner
110,2019,Actress In A Leading Role,The Farewell,Awkwafina,Nominee
111,2019,Actress In A Leading Role,Harriet,Cynthia Erivo,Nominee
112,2019,Actress In A Leading Role,Marriage Story,Scarlett Johansson,Nominee
113,2019,Actress In A Leading Role,Us,Lupita Nyong'o,Nominee
114,2019,Actress In A Leading Role,Little Women,Saoirse Ronan,Nominee
115,2019,Actress In A Leading Role,Bombshell,Charlize Theron,Nominee
116,2020,Actress In A Leading Role,Promising Young Woman,Carey Mulligan,Winner
117,2020,Actress In A Leading Role,Ma Rainey's Black Bottom,Viola Davis,Nominee
118,2020,Actress In A Leading Role,The United States vs. Billie Holiday,Andra Day,Nominee
119,2020,Actress In A Leading Role,Never Rarely Sometimes Always,Sidney Flanigan,Nominee
120,2020,Actress In A Leading Role,Pieces of a Woman,Vanessa Kirby,Nominee
121,2020,Actress In A Leading Role,Nomadland,Frances McDormand,Nominee
122,2020,Actress In A Leading Role,Malcolm & Marie,Zendaya,Nominee
123,2021,Actress In A Leading Role,The Eyes of Tammy Faye,Jessica Chastain,Winner
124,2021,Actress In A Leading Role,The Lost Daughter,Olivia Colman,Nominee
125,2021,Actress In A Leading Role,House of Gucci,Lady Gaga,Nominee
126,2021,Actress In A Leading Role,Licorice Pizza,Alana Haim,Nominee
127,2021,Actress In A Leading Role,Being the Ricardos,Nicole Kidman,Nominee
128,2021,Actress In A Leading Role,Spencer,Kristen Stewart,Nominee
129,2022,Actress In A Leading Role,Tár,Cate Blanchett,Winner
130,2022,Actress In A Leading Role,The Woman King,Viola Davis,Nominee
131,2022,Actress In A Leading Role,Till,Danielle Deadwyler,Nominee
132,2022,Actress In A Leading Role,Babylon,Margot Robbie,Nominee
133,2022,Actress In A Leading Role,The Fabelmans,Michelle Williams,Nominee
134,2022,Actress In A Leading Role,Everything Everywhere All at Once,Michelle Yeoh,Nominee
0,1995,Actor in a Supporting Role,Apollo 13,Ed Harris ,Winner
1,1995,Actor in a Supporting Role,The Usual Suspects,Kevin Spacey ,Winner
2,1996,Actor in a Supporting Role,Jerry Maguire,Cuba Gooding Jr.,Winner
3,1997,Actor in a Supporting Role,Amistad,Anthony Hopkins,Winner
4,1998,Actor in a Supporting Role,A Simple Plan,Billy Bob Thornton,Winner
5,1999,Actor in a Supporting Role,The Green Mile,Michael Clarke Duncan,Winner
6,2000,Actor in a Supporting Role,Gladiator,Joaquin Phoenix,Winner
7,2000,Actor in a Supporting Role,Quills,Joaquin Phoenix,Winner
8,2000,Actor in a Supporting Role,The Yards,Joaquin Phoenix,Winner
9,2001,Actor in a Supporting Role,Sexy Beast,Ben Kingsley,Winner
10,2001,Actor in a Supporting Role,Iris,Jim Broadbent,Nominee
11,2001,Actor in a Supporting Role,Ali,Jon Voight,Nominee
12,2002,Actor in a Supporting Role,Adaptation,Chris Cooper,Winner
13,2002,Actor in a Supporting Role,Frida,Alfred Molina,Nominee
14,2002,Actor in a Supporting Role,Road to Perdition,Paul Newman,Nominee
15,2003,Actor in a Supporting Role,Mystic River,Tim Robbins,Winner
16,2003,Actor in a Supporting Role,The Cooler,Alec Baldwin,Nominee
17,2003,Actor in a Supporting Role,Master and Commander: The Far Side of the World,Paul Bettany,Nominee
18,2003,Actor in a Supporting Role,21 Grams,Benicio del Toro,Nominee
19,2003,Actor in a Supporting Role,The Last Samurai,Ken Watanabe,Nominee
20,2004,Actor in a Supporting Role,Sideways,Thomas Haden Church,Winner
21,2004,Actor in a Supporting Role,Collateral,Jamie Foxx,Nominee
22,2004,Actor in a Supporting Role,Million Dollar Baby,Morgan Freeman,Nominee
23,2004,Actor in a Supporting Role,Closer,Clive Owen,Nominee
24,2004,Actor in a Supporting Role,Kinsey,Peter Sarsgaard,Nominee
25,2005,Actor in a Supporting Role,Cinderella Man,Paul Giamatti,Winner
26,2005,Actor in a Supporting Role,Syriana,George Clooney,Nominee
27,2005,Actor in a Supporting Role,The Upside of Anger,Kevin Costner,Nominee
28,2005,Actor in a Supporting Role,Crash,Matt Dillon,Nominee
29,2005,Actor in a Supporting Role,Crash,Terrence Howard,Nominee
30,2005,Actor in a Supporting Role,Brokeback Mountain,Jake Gyllenhaal,Nominee
31,2006,Actor in a Supporting Role,Dreamgirls,Eddie Murphy,Winner
32,2006,Actor in a Supporting Role,Hollywoodland,Ben Affleck,Nominee
33,2006,Actor in a Supporting Role,Little Miss Sunshine,Alan Arkin,Nominee
34,2006,Actor in a Supporting Role,Flags of Our Fathers,Adam Beach,Nominee
35,2006,Actor in a Supporting Role,Blood Diamond,Djimon Hounsou,Nominee
36,2006,Actor in a Supporting Role,The Departed,Jack Nicholson,Nominee
37,2007,Actor in a Supporting Role,No Country for Old Men,Javier Bardem,Winner
38,2007,Actor in a Supporting Role,The Assassination of Jesse James by the Coward Robert Ford,Casey Affleck,Nominee
39,2007,Actor in a Supporting Role,Charlie Wilson's War,Philip Seymour Hoffman,Nominee
40,2007,Actor in a Supporting Role,Into the Wild,Hal Holbrook,Nominee
41,2007,Actor in a Supporting Role,Michael Clayton,Tom Wilkinson,Nominee
42,2008,Actor in a Supporting Role,The Dark Knight,Heath Ledger ,Winner
43,2008,Actor in a Supporting Role,Milk,Josh Brolin,Nominee
44,2008,Actor in a Supporting Role,Milk,James Franco,Nominee
45,2008,Actor in a Supporting Role,Tropic Thunder,Robert Downey Jr.,Nominee
46,2008,Actor in a Supporting Role,Doubt,Philip Seymour Hoffman,Nominee
47,2009,Actor in a Supporting Role,Inglourious Basterds,Christoph Waltz,Winner
48,2009,Actor in a Supporting Role,Invictus,Matt Damon,Nominee
49,2009,Actor in a Supporting Role,The Messenger,Woody Harrelson,Nominee
50,2009,Actor in a Supporting Role,Me and Orson Welles,Christian McKay,Nominee
51,2009,Actor in a Supporting Role,An Education,Alfred Molina,Nominee
52,2009,Actor in a Supporting Role,The Lovely Bones,Stanley Tucci,Nominee
53,2010,Actor in a Supporting Role,The Fighter,Christian Bale,Winner
54,2010,Actor in a Supporting Role,The Social Network,Andrew Garfield,Nominee
55,2010,Actor in a Supporting Role,The Town,Jeremy Renner,Nominee
56,2010,Actor in a Supporting Role,Conviction,Sam Rockwell,Nominee
57,2010,Actor in a Supporting Role,The Kids Are All Right,Mark Ruffalo,Nominee
58,2010,Actor in a Supporting Role,The King's Speech,Geoffrey Rush,Nominee
59,2011,Actor in a Supporting Role,Beginners,Christopher Plummer,Winner
60,2011,Actor in a Supporting Role,My Week with Marilyn,Kenneth Branagh,Nominee
61,2011,Actor in a Supporting Role,Drive,Albert Brooks,Nominee
62,2011,Actor in a Supporting Role,Warrior,Nick Nolte,Nominee
63,2011,Actor in a Supporting Role,Young Adult,Patton Oswalt,Nominee
64,2011,Actor in a Supporting Role,Rise of the Planet of the Apes,Andy Serkis,Nominee
65,2012,Actor in a Supporting Role,The Master,Philip Seymour Hoffman,Winner
66,2012,Actor in a Supporting Role,Argo,Alan Arkin,Nominee
67,2012,Actor in a Supporting Role,Skyfall,Javier Bardem,Nominee
68,2012,Actor in a Supporting Role,Silver Linings Playbook,Robert De Niro,Nominee
69,2012,Actor in a Supporting Role,Lincoln,Tommy Lee Jones,Nominee
70,2012,Actor in a Supporting Role,Magic Mike,Matthew McConaughey,Nominee
71,2013,Actor in a Supporting Role,Dallas Buyers Club,Jared Leto,Winner
72,2013,Actor in a Supporting Role,Captain Phillips,Barkhad Abdi,Nominee
73,2013,Actor in a Supporting Role,Rush,Daniel Brühl,Nominee
74,2013,Actor in a Supporting Role,American Hustle,Bradley Cooper,Nominee
75,2013,Actor in a Supporting Role,12 Years a Slave,Michael Fassbender,Nominee
76,2013,Actor in a Supporting Role,Enough Said,James Gandolfini,Nominee
77,2014,Actor in a Supporting Role,Whiplash,J. K. Simmons,Winner
78,2014,Actor in a Supporting Role,Inherent Vice,Josh Brolin,Nominee
79,2014,Actor in a Supporting Role,The Judge,Robert Duvall,Nominee
80,2014,Actor in a Supporting Role,Boyhood,Ethan Hawke,Nominee
81,2014,Actor in a Supporting Role,Birdman,Edward Norton,Nominee
82,2014,Actor in a Supporting Role,Foxcatcher,Mark Ruffalo,Nominee
83,2015,Actor in a Supporting Role,Creed,Sylvester Stallone,Winner
84,2015,Actor in a Supporting Role,Love & Mercy,Paul Dano,Nominee
85,2015,Actor in a Supporting Role,The Revenant,Tom Hardy,Nominee
86,2015,Actor in a Supporting Role,Spotlight,Mark Ruffalo,Nominee
87,2015,Actor in a Supporting Role,Bridge of Spies,Mark Rylance,Nominee
88,2015,Actor in a Supporting Role,99 Homes,Michael Shannon,Nominee
89,2016,Actor in a Supporting Role,Moonlight,Mahershala Ali,Winner
90,2016,Actor in a Supporting Role,Hell or High Water,Jeff Bridges,Nominee
91,2016,Actor in a Supporting Role,Hell or High Water,Ben Foster,Nominee
92,2016,Actor in a Supporting Role,Manchester by the Sea,Lucas Hedges,Nominee
93,2016,Actor in a Supporting Role,Lion,Dev Patel,Nominee
94,2016,Actor in a Supporting Role,Nocturnal Animals,Michael Shannon,Nominee
95,2017,Actor in a Supporting Role,"Three Billboards Outside Ebbing, Missouri",Sam Rockwell,Winner
96,2017,Actor in a Supporting Role,The Florida Project,Willem Dafoe,Nominee
97,2017,Actor in a Supporting Role,Call Me by Your Name,Armie Hammer,Nominee
98,2017,Actor in a Supporting Role,Call Me by Your Name,Michael Stuhlbarg,Nominee
99,2017,Actor in a Supporting Role,The Shape of Water,Richard Jenkins,Nominee
100,2017,Actor in a Supporting Role,Logan,Patrick Stewart,Nominee
101,2018,Actor in a Supporting Role,Green Book,Mahershala Ali,Winner
102,2018,Actor in a Supporting Role,Beautiful Boy,Timothée Chalamet,Nominee
103,2018,Actor in a Supporting Role,BlacKkKlansman,Adam Driver,Nominee
104,2018,Actor in a Supporting Role,A Star Is Born,Sam Elliott,Nominee
105,2018,Actor in a Supporting Role,Can You Ever Forgive Me?,Richard E. Grant,Nominee
106,2018,Actor in a Supporting Role,Black Panther,Michael B. Jordan,Nominee
107,2019,Actor in a Supporting Role,Once Upon a Time in Hollywood,Brad Pitt,Winner
108,2019,Actor in a Supporting Role,The Lighthouse,Willem Dafoe,Nominee
109,2019,Actor in a Supporting Role,A Beautiful Day in the Neighborhood,Tom Hanks,Nominee
110,2019,Actor in a Supporting Role,The Two Popes,Anthony Hopkins,Nominee
111,2019,Actor in a Supporting Role,The Irishman,Al Pacino,Nominee
112,2019,Actor in a Supporting Role,The Irishman,Joe Pesci,Nominee
113,2020,Actor in a Supporting Role,Judas and the Black Messiah,Daniel Kaluuya,Winner
114,2020,Actor in a Supporting Role,The Trial of the Chicago 7,Sacha Baron Cohen,Nominee
115,2020,Actor in a Supporting Role,Da 5 Bloods,Chadwick Boseman,Nominee
116,2020,Actor in a Supporting Role,On the Rocks,Bill Murray,Nominee
117,2020,Actor in a Supporting Role,One Night in Miami...,Leslie Odom Jr.,Nominee
118,2020,Actor in a Supporting Role,Sound of Metal,Paul Raci,Nominee
119,2021,Actor in a Supporting Role,CODA,Troy Kotsur,Winner
120,2021,Actor in a Supporting Role,Belfast,Jamie Dornan,Nominee
121,2021,Actor in a Supporting Role,Belfast,Ciarán Hinds,Nominee
122,2021,Actor in a Supporting Role,House of Gucci,Jared Leto,Nominee
123,2021,Actor in a Supporting Role,Being the Ricardos,J. K. Simmons,Nominee
124,2021,Actor in a Supporting Role,The Power of the Dog,Kodi Smit-McPhee,Nominee
125,2022,Actor in a Supporting Role,Everything Everywhere All at Once,Ke Huy Quan,Winner
126,2022,Actor in a Supporting Role,The Fabelmans,Paul Dano,Nominee
127,2022,Actor in a Supporting Role,The Banshees of Inisherin,Brendan Gleeson,Nominee
128,2022,Actor in a Supporting Role,Causeway,Brian Tyree Henry,Nominee
129,2022,Actor in a Supporting Role,The Fabelmans,Judd Hirsch,Nominee
130,2022,Actor in a Supporting Role,The Banshees of Inisherin,Barry Keoghan,Nominee
0,1995,Actor in a Supporting Role,Mighty Aphrodite,Mira Sorvino,Winner
1,1996,Actor in a Supporting Role,The Crucible,Joan Allen,Winner
2,1997,Actor in a Supporting Role,In & Out,Joan Cusack,Winner
3,1998,Actor in a Supporting Role,Pleasantville,Joan Allen ,Winner
4,1998,Actor in a Supporting Role,Primary Colors,Kathy Bates ,Winner
5,1999,Actor in a Supporting Role,"Girl, Interrupted",Angelina Jolie,Winner
6,2000,Actor in a Supporting Role,Almost Famous,Frances McDormand,Winner
7,2000,Actor in a Supporting Role,Wonder Boys,Frances McDormand,Winner
8,2001,Actor in a Supporting Role,A Beautiful Mind,Jennifer Connelly,Winner
9,2001,Actor in a Supporting Role,Vanilla Sky,Cameron Diaz,Nominee
10,2001,Actor in a Supporting Role,In the Bedroom,Marisa Tomei,Nominee
11,2002,Actor in a Supporting Role,Chicago,Catherine Zeta-Jones,Winner
12,2002,Actor in a Supporting Role,About Schmidt,Kathy Bates,Nominee
13,2002,Actor in a Supporting Role,Adaptation,Meryl Streep,Nominee
14,2003,Actor in a Supporting Role,Cold Mountain,Renée Zellweger,Winner
15,2003,Actor in a Supporting Role,Pieces of April,Patricia Clarkson,Nominee
16,2003,Actor in a Supporting Role,Mystic River,Marcia Gay Harden,Nominee
17,2003,Actor in a Supporting Role,Thirteen,Holly Hunter,Nominee
18,2003,Actor in a Supporting Role,Lost in Translation,Scarlett Johansson,Nominee
19,2004,Actor in a Supporting Role,Sideways,Virginia Madsen,Winner
20,2004,Actor in a Supporting Role,The Aviator,Cate Blanchett,Nominee
21,2004,Actor in a Supporting Role,Kinsey,Laura Linney,Nominee
22,2004,Actor in a Supporting Role,Closer,Natalie Portman,Nominee
23,2004,Actor in a Supporting Role,Finding Neverland,Kate Winslet,Nominee
24,2005,Actor in a Supporting Role,Junebug,Amy Adams ,Winner
25,2005,Actor in a Supporting Role,Brokeback Mountain,Michelle Williams ,Winner
26,2005,Actor in a Supporting Role,A History of Violence,Maria Bello,Nominee
27,2005,Actor in a Supporting Role,Capote,Catherine Keener,Nominee
28,2005,Actor in a Supporting Role,North Country,Frances McDormand,Nominee
29,2005,Actor in a Supporting Role,The Constant Gardener,Rachel Weisz,Nominee
30,2006,Actor in a Supporting Role,Dreamgirls,Jennifer Hudson,Winner
31,2006,Actor in a Supporting Role,Babel,Adriana Barraza,Nominee
32,2006,Actor in a Supporting Role,Babel,Rinko Kikuchi,Nominee
33,2006,Actor in a Supporting Role,Notes on a Scandal,Cate Blanchett,Nominee
34,2006,Actor in a Supporting Role,For Your Consideration,Catherine O'Hara,Nominee
35,2006,Actor in a Supporting Role,Stranger than Fiction,Emma Thompson,Nominee
36,2007,Actor in a Supporting Role,Gone Baby Gone,Amy Ryan,Winner
37,2007,Actor in a Supporting Role,I'm Not There,Cate Blanchett,Nominee
38,2007,Actor in a Supporting Role,Into the Wild,Catherine Keener,Nominee
39,2007,Actor in a Supporting Role,Atonement,Vanessa Redgrave,Nominee
40,2007,Actor in a Supporting Role,Michael Clayton,Tilda Swinton,Nominee
41,2008,Actor in a Supporting Role,The Reader,Kate Winslet,Winner
42,2008,Actor in a Supporting Role,Vicky Cristina Barcelona,Penélope Cruz,Nominee
43,2008,Actor in a Supporting Role,Doubt,Viola Davis,Nominee
44,2008,Actor in a Supporting Role,Nothing but the Truth,Vera Farmiga,Nominee
45,2008,Actor in a Supporting Role,The Curious Case of Benjamin Button,Taraji P. Henson,Nominee
46,2008,Actor in a Supporting Role,The Wrestler,Marisa Tomei,Nominee
47,2009,Actor in a Supporting Role,Precious,Mo'Nique,Winner
48,2009,Actor in a Supporting Role,Nine,Marion Cotillard,Nominee
49,2009,Actor in a Supporting Role,Up in the Air,Vera Farmiga,Nominee
50,2009,Actor in a Supporting Role,Up in the Air,Anna Kendrick,Nominee
51,2009,Actor in a Supporting Role,A Single Man,Julianne Moore,Nominee
52,2009,Actor in a Supporting Role,The Messenger,Samantha Morton,Nominee
53,2010,Actor in a Supporting Role,The Fighter,Melissa Leo,Winner
54,2010,Actor in a Supporting Role,The King's Speech,Helena Bonham Carter,Nominee
55,2010,Actor in a Supporting Role,Black Swan,Mila Kunis,Nominee
56,2010,Actor in a Supporting Role,The Fighter,Amy Adams,Winner
57,2010,Actor in a Supporting Role,True Grit,Hailee Steinfeld,Nominee
58,2010,Actor in a Supporting Role,Animal Kingdom,Jacki Weaver,Nominee
59,2011,Actor in a Supporting Role,The Help,Octavia Spencer,Winner
60,2011,Actor in a Supporting Role,The Artist,Bérénice Bejo,Nominee
61,2011,Actor in a Supporting Role,The Help,Jessica Chastain,Winner
62,2011,Actor in a Supporting Role,Shame,Carey Mulligan,Nominee
63,2011,Actor in a Supporting Role,Bridesmaids,Melissa McCarthy,Nominee
64,2011,Actor in a Supporting Role,The Descendants,Shailene Woodley,Nominee
65,2012,Actor in a Supporting Role,Les Misérables,Anne Hathaway,Winner
66,2012,Actor in a Supporting Role,The Master,Amy Adams,Nominee
67,2012,Actor in a Supporting Role,Skyfall,Judi Dench,Nominee
68,2012,Actor in a Supporting Role,Compliance,Ann Dowd,Nominee
69,2012,Actor in a Supporting Role,Lincoln,Sally Field,Nominee
70,2012,Actor in a Supporting Role,The Sessions,Helen Hunt,Nominee
71,2013,Actor in a Supporting Role,12 Years a Slave,Lupita Nyong'o,Winner
72,2013,Actor in a Supporting Role,Her,Scarlett Johansson,Nominee
73,2013,Actor in a Supporting Role,American Hustle,Jennifer Lawrence,Nominee
74,2013,Actor in a Supporting Role,August: Osage County,Julia Roberts,Nominee
75,2013,Actor in a Supporting Role,Nebraska,June Squibb,Nominee
76,2013,Actor in a Supporting Role,The Butler,Oprah Winfrey,Nominee
77,2014,Actor in a Supporting Role,Boyhood,Patricia Arquette,Winner
78,2014,Actor in a Supporting Role,A Most Violent Year,Jessica Chastain,Nominee
79,2014,Actor in a Supporting Role,The Imitation Game,Keira Knightley,Nominee
80,2014,Actor in a Supporting Role,Birdman,Emma Stone,Nominee
81,2014,Actor in a Supporting Role,Into the Woods,Meryl Streep,Nominee
82,2014,Actor in a Supporting Role,Snowpiercer,Tilda Swinton,Nominee
83,2015,Actor in a Supporting Role,The Danish Girl,Alicia Vikander,Winner
84,2015,Actor in a Supporting Role,The Hateful Eight,Jennifer Jason Leigh,Nominee
85,2015,Actor in a Supporting Role,Carol,Rooney Mara,Nominee
86,2015,Actor in a Supporting Role,Spotlight,Rachel McAdams,Nominee
87,2015,Actor in a Supporting Role,Trumbo,Helen Mirren,Nominee
88,2015,Actor in a Supporting Role,Steve Jobs,Kate Winslet,Nominee
89,2016,Actor in a Supporting Role,Fences,Viola Davis,Winner
90,2016,Actor in a Supporting Role,20th Century Women,Greta Gerwig,Nominee
91,2016,Actor in a Supporting Role,Moonlight,Naomie Harris,Nominee
92,2016,Actor in a Supporting Role,Lion,Nicole Kidman,Nominee
93,2016,Actor in a Supporting Role,Hidden Figures,Janelle Monáe,Nominee
94,2016,Actor in a Supporting Role,Manchester by the Sea,Michelle Williams,Nominee
95,2017,Actor in a Supporting Role,"I, Tonya",Allison Janney,Winner
96,2017,Actor in a Supporting Role,Mudbound,Mary J. Blige,Nominee
97,2017,Actor in a Supporting Role,Downsizing,Hong Chau,Nominee
98,2017,Actor in a Supporting Role,Girls Trip,Tiffany Haddish,Nominee
99,2017,Actor in a Supporting Role,The Big Sick,Holly Hunter,Nominee
100,2017,Actor in a Supporting Role,Lady Bird,Laurie Metcalf,Nominee
101,2017,Actor in a Supporting Role,The Shape of Water,Octavia Spencer,Nominee
102,2018,Actor in a Supporting Role,If Beale Street Could Talk,Regina King,Winner
103,2018,Actor in a Supporting Role,Vice,Amy Adams,Nominee
104,2018,Actor in a Supporting Role,First Man,Claire Foy,Nominee
